12 	 155559 	 155577 	 5 	 3.8 	 STR_274146
12 	 158722 	 158752 	 4 	 7.75 	 STR_274147
12 	 160027 	 160055 	 5 	 5.8 	 STR_274148
12 	 162034 	 162052 	 3 	 6.33333 	 STR_274149
12 	 162329 	 162381 	 4 	 13.25 	 STR_274150
12 	 163516 	 163535 	 1 	 20 	 STR_274151
12 	 169480 	 169494 	 1 	 15 	 STR_274152
12 	 170944 	 170955 	 1 	 12 	 STR_274153
12 	 172060 	 172097 	 4 	 9.5 	 STR_274154
12 	 174347 	 174360 	 1 	 14 	 STR_274155
12 	 175835 	 175855 	 6 	 3.5 	 STR_274156
12 	 178140 	 178157 	 6 	 3 	 STR_274157
12 	 182216 	 182264 	 4 	 12.25 	 STR_274158
12 	 182839 	 182869 	 6 	 5.16667 	 STR_274159
12 	 183622 	 183633 	 2 	 6 	 STR_274160
12 	 185253 	 185298 	 2 	 23 	 STR_274161
12 	 187672 	 187683 	 1 	 12 	 STR_274162
12 	 188178 	 188198 	 5 	 4.2 	 STR_274163
12 	 193629 	 193648 	 4 	 5 	 STR_274164
12 	 195854 	 195865 	 2 	 6 	 STR_274165
12 	 200952 	 200974 	 4 	 5.75 	 STR_274166
12 	 210868 	 210889 	 4 	 5.5 	 STR_274167
12 	 216564 	 216593 	 1 	 30 	 STR_274168
12 	 217258 	 217292 	 6 	 5.83333 	 STR_274169
12 	 222078 	 222108 	 3 	 10.3333 	 STR_274170
12 	 223668 	 223684 	 2 	 8.5 	 STR_274171
12 	 229176 	 229197 	 4 	 5.5 	 STR_274172
12 	 231557 	 231579 	 2 	 11.5 	 STR_274173
12 	 233556 	 233586 	 6 	 5.16667 	 STR_274174
12 	 235711 	 235739 	 2 	 14.5 	 STR_274175
12 	 236681 	 236705 	 5 	 5 	 STR_274176
12 	 236740 	 236750 	 1 	 11 	 STR_274177
12 	 245423 	 245444 	 6 	 3.66667 	 STR_274178
12 	 246797 	 246834 	 1 	 38 	 STR_274179
12 	 246992 	 247006 	 1 	 15 	 STR_274180
12 	 248243 	 248266 	 3 	 8 	 STR_274181
12 	 252993 	 253033 	 2 	 20.5 	 STR_274182
12 	 255836 	 255926 	 2 	 45.5 	 STR_274183
12 	 258112 	 258123 	 1 	 12 	 STR_274184
12 	 261868 	 261879 	 2 	 6 	 STR_274185
12 	 267341 	 267353 	 1 	 13 	 STR_274186
12 	 268792 	 268807 	 2 	 8 	 STR_274187
12 	 269284 	 269299 	 4 	 4 	 STR_274188
12 	 271387 	 271397 	 1 	 11 	 STR_274189
12 	 272395 	 272412 	 5 	 3.6 	 STR_274190
12 	 272427 	 272444 	 5 	 3.6 	 STR_274191
12 	 272459 	 272476 	 5 	 3.6 	 STR_274192
12 	 273190 	 273222 	 2 	 16.5 	 STR_274193
12 	 276743 	 276761 	 1 	 19 	 STR_274194
12 	 281585 	 281604 	 5 	 4 	 STR_274195
12 	 281776 	 281799 	 2 	 12 	 STR_274196
12 	 285787 	 285804 	 2 	 9 	 STR_274197
12 	 287273 	 287291 	 4 	 4.75 	 STR_274198
12 	 290467 	 290490 	 4 	 6 	 STR_274199
12 	 292723 	 292747 	 1 	 25 	 STR_274200
12 	 292928 	 292942 	 1 	 15 	 STR_274201
12 	 293918 	 293940 	 4 	 5.75 	 STR_274202
12 	 294097 	 294111 	 1 	 15 	 STR_274203
12 	 296756 	 296797 	 1 	 42 	 STR_274204
12 	 297844 	 297861 	 2 	 9 	 STR_274205
12 	 297880 	 297902 	 2 	 11.5 	 STR_274206
12 	 300830 	 300849 	 3 	 6.66667 	 STR_274207
12 	 306125 	 306137 	 2 	 6.5 	 STR_274208
12 	 306211 	 306374 	 4 	 41 	 STR_274209
12 	 306709 	 306727 	 2 	 9.5 	 STR_274210
12 	 309273 	 309294 	 1 	 22 	 STR_274211
12 	 310188 	 310201 	 2 	 7 	 STR_274212
12 	 312204 	 312250 	 1 	 47 	 STR_274213
12 	 317095 	 317106 	 2 	 6 	 STR_274214
12 	 321684 	 321707 	 6 	 4 	 STR_274215
12 	 323596 	 323614 	 3 	 6.33333 	 STR_274216
12 	 326369 	 326584 	 4 	 54 	 STR_274217
12 	 327102 	 327115 	 1 	 14 	 STR_274218
12 	 327868 	 327890 	 6 	 3.83333 	 STR_274219
12 	 327925 	 327939 	 4 	 3.75 	 STR_274220
12 	 334825 	 334841 	 1 	 17 	 STR_274221
12 	 343638 	 343701 	 5 	 12.8 	 STR_274222
12 	 344438 	 344472 	 6 	 5.83333 	 STR_274223
12 	 350469 	 350488 	 1 	 20 	 STR_274224
12 	 350800 	 350814 	 4 	 3.75 	 STR_274225
