X 	 60001 	 60038 	 6 	 6.33333 	 STR_1526480
X 	 62451 	 62469 	 3 	 6.33333 	 STR_1526481
X 	 62798 	 62817 	 6 	 3.33333 	 STR_1526482
X 	 62946 	 63016 	 4 	 17.75 	 STR_1526483
X 	 65187 	 65205 	 1 	 19 	 STR_1526484
X 	 65355 	 65373 	 1 	 19 	 STR_1526485
X 	 65615 	 65631 	 1 	 17 	 STR_1526486
X 	 65764 	 65782 	 1 	 19 	 STR_1526487
X 	 65841 	 65859 	 3 	 6.33333 	 STR_1526488
X 	 66495 	 66514 	 6 	 3.33333 	 STR_1526489
X 	 66640 	 66696 	 4 	 14.25 	 STR_1526490
X 	 70048 	 70065 	 5 	 3.6 	 STR_1526491
X 	 70090 	 70117 	 4 	 7 	 STR_1526492
X 	 71873 	 71894 	 6 	 3.66667 	 STR_1526493
X 	 73142 	 73159 	 4 	 4.5 	 STR_1526494
X 	 74014 	 74035 	 1 	 22 	 STR_1526495
X 	 75265 	 75279 	 1 	 15 	 STR_1526496
X 	 75709 	 75726 	 3 	 6 	 STR_1526497
X 	 144998 	 145014 	 1 	 17 	 STR_1526498
X 	 145147 	 145161 	 1 	 15 	 STR_1526499
X 	 145220 	 145238 	 3 	 6.33333 	 STR_1526500
X 	 145874 	 145893 	 6 	 3.33333 	 STR_1526501
X 	 150608 	 150629 	 6 	 3.66667 	 STR_1526502
X 	 151877 	 151894 	 4 	 4.5 	 STR_1526503
X 	 152749 	 152770 	 1 	 22 	 STR_1526504
X 	 154000 	 154013 	 1 	 14 	 STR_1526505
X 	 154443 	 154460 	 3 	 6 	 STR_1526506
X 	 171911 	 171921 	 1 	 11 	 STR_1526507
X 	 172541 	 172559 	 4 	 4.75 	 STR_1526508
X 	 173475 	 173485 	 1 	 11 	 STR_1526509
X 	 174297 	 174309 	 1 	 13 	 STR_1526510
X 	 177383 	 177407 	 1 	 25 	 STR_1526511
X 	 179148 	 179171 	 1 	 24 	 STR_1526512
X 	 179886 	 179904 	 1 	 19 	 STR_1526513
X 	 180196 	 180246 	 4 	 12.75 	 STR_1526514
X 	 181093 	 181119 	 6 	 4.5 	 STR_1526515
X 	 181412 	 181574 	 4 	 40.75 	 STR_1526516
X 	 182964 	 182999 	 4 	 9 	 STR_1526517
X 	 183248 	 183265 	 1 	 18 	 STR_1526518
X 	 183998 	 184010 	 1 	 13 	 STR_1526519
X 	 184334 	 184356 	 1 	 23 	 STR_1526520
X 	 191757 	 191795 	 3 	 13 	 STR_1526521
X 	 191873 	 191919 	 3 	 15.6667 	 STR_1526522
X 	 195406 	 195423 	 1 	 18 	 STR_1526523
X 	 196443 	 196466 	 1 	 24 	 STR_1526524
X 	 198019 	 198048 	 4 	 7.5 	 STR_1526525
X 	 199051 	 199077 	 5 	 5.4 	 STR_1526526
X 	 199371 	 199386 	 1 	 16 	 STR_1526527
