17 	 1067 	 1085 	 5 	 3.8 	 STR_556209
17 	 3494 	 3506 	 1 	 13 	 STR_556210
17 	 8833 	 8848 	 1 	 16 	 STR_556211
17 	 9659 	 9683 	 2 	 12.5 	 STR_556212
17 	 9770 	 9786 	 1 	 17 	 STR_556213
17 	 15279 	 15297 	 1 	 19 	 STR_556214
17 	 25991 	 26002 	 1 	 12 	 STR_556215
17 	 26820 	 26839 	 1 	 20 	 STR_556216
17 	 29193 	 29210 	 6 	 3 	 STR_556217
17 	 33325 	 33353 	 3 	 9.66667 	 STR_556218
17 	 37773 	 37798 	 1 	 26 	 STR_556219
17 	 39807 	 39818 	 1 	 12 	 STR_556220
17 	 40174 	 40389 	 4 	 54 	 STR_556221
17 	 40510 	 40527 	 1 	 18 	 STR_556222
17 	 40674 	 40715 	 5 	 8.4 	 STR_556223
17 	 46743 	 46763 	 6 	 3.5 	 STR_556224
17 	 47478 	 47489 	 2 	 6 	 STR_556225
17 	 54987 	 55007 	 3 	 7 	 STR_556226
17 	 55519 	 55533 	 1 	 15 	 STR_556227
17 	 55995 	 56005 	 1 	 11 	 STR_556228
17 	 59632 	 59666 	 6 	 5.83333 	 STR_556229
17 	 62490 	 62503 	 2 	 7 	 STR_556230
17 	 63045 	 63081 	 4 	 9.25 	 STR_556231
17 	 64561 	 64574 	 1 	 14 	 STR_556232
17 	 66164 	 66181 	 6 	 3 	 STR_556233
17 	 68984 	 69008 	 1 	 25 	 STR_556234
17 	 69318 	 69333 	 1 	 16 	 STR_556235
17 	 69502 	 69520 	 6 	 3.16667 	 STR_556236
17 	 72981 	 73000 	 1 	 20 	 STR_556237
17 	 74907 	 74921 	 1 	 15 	 STR_556238
17 	 77663 	 77678 	 1 	 16 	 STR_556239
17 	 79706 	 79722 	 4 	 4.25 	 STR_556240
17 	 80634 	 80653 	 3 	 6.66667 	 STR_556241
17 	 82621 	 82678 	 2 	 29 	 STR_556242
17 	 88038 	 88082 	 6 	 7.5 	 STR_556243
17 	 88105 	 88151 	 6 	 7.83333 	 STR_556244
17 	 89409 	 89429 	 5 	 4.2 	 STR_556245
17 	 90029 	 90043 	 1 	 15 	 STR_556246
17 	 90847 	 90891 	 3 	 15 	 STR_556247
17 	 91497 	 91527 	 1 	 31 	 STR_556248
17 	 91909 	 91924 	 1 	 16 	 STR_556249
17 	 94799 	 94823 	 2 	 12.5 	 STR_556250
17 	 94907 	 94927 	 2 	 10.5 	 STR_556251
17 	 95015 	 95030 	 2 	 8 	 STR_556252
17 	 95192 	 95204 	 2 	 6.5 	 STR_556253
17 	 95247 	 95279 	 2 	 16.5 	 STR_556254
17 	 99468 	 99483 	 1 	 16 	 STR_556255
17 	 101756 	 101781 	 1 	 26 	 STR_556256
17 	 108549 	 108569 	 1 	 21 	 STR_556257
17 	 111141 	 111152 	 2 	 6 	 STR_556258
17 	 115995 	 116021 	 2 	 13.5 	 STR_556259
17 	 116089 	 116101 	 2 	 6.5 	 STR_556260
17 	 117998 	 118016 	 3 	 6.33333 	 STR_556261
17 	 118345 	 118369 	 1 	 25 	 STR_556262
17 	 120478 	 120496 	 1 	 19 	 STR_556263
17 	 122554 	 122580 	 2 	 13.5 	 STR_556264
17 	 125025 	 125047 	 1 	 23 	 STR_556265
17 	 127746 	 127770 	 1 	 25 	 STR_556266
17 	 143821 	 143841 	 6 	 3.5 	 STR_556267
17 	 144090 	 144100 	 1 	 11 	 STR_556268
17 	 148334 	 148346 	 1 	 13 	 STR_556269
17 	 148496 	 148510 	 1 	 15 	 STR_556270
17 	 149137 	 149155 	 4 	 4.75 	 STR_556271
17 	 153197 	 153207 	 1 	 11 	 STR_556272
17 	 155634 	 155652 	 4 	 4.75 	 STR_556273
17 	 155816 	 155830 	 1 	 15 	 STR_556274
17 	 163570 	 163597 	 4 	 7 	 STR_556275
17 	 167691 	 167712 	 5 	 4.4 	 STR_556276
17 	 170264 	 170283 	 1 	 20 	 STR_556277
17 	 170434 	 170448 	 1 	 15 	 STR_556278
17 	 173053 	 173065 	 1 	 13 	 STR_556279
17 	 174465 	 174525 	 4 	 15.25 	 STR_556280
17 	 175788 	 175799 	 2 	 6 	 STR_556281
17 	 180667 	 180680 	 1 	 14 	 STR_556282
17 	 180884 	 180906 	 4 	 5.75 	 STR_556283
17 	 182071 	 182094 	 2 	 12 	 STR_556284
17 	 183737 	 183762 	 5 	 5.2 	 STR_556285
17 	 184379 	 184403 	 6 	 4.16667 	 STR_556286
17 	 184474 	 184498 	 6 	 4.16667 	 STR_556287
17 	 184570 	 184594 	 6 	 4.16667 	 STR_556288
17 	 184666 	 184684 	 6 	 3.16667 	 STR_556289
17 	 186914 	 186924 	 1 	 11 	 STR_556290
17 	 188248 	 188263 	 1 	 16 	 STR_556291
17 	 188282 	 188307 	 2 	 13 	 STR_556292
17 	 193708 	 193844 	 3 	 45.6667 	 STR_556293
17 	 193929 	 193947 	 3 	 6.33333 	 STR_556294
17 	 193986 	 194021 	 3 	 12 	 STR_556295
17 	 194087 	 194282 	 6 	 32.6667 	 STR_556296
17 	 194899 	 194913 	 2 	 7.5 	 STR_556297
17 	 195076 	 195094 	 4 	 4.75 	 STR_556298
17 	 197055 	 197078 	 4 	 6 	 STR_556299
17 	 197795 	 197807 	 1 	 13 	 STR_556300
17 	 197885 	 197901 	 1 	 17 	 STR_556301
17 	 198327 	 198340 	 1 	 14 	 STR_556302
17 	 199482 	 199509 	 4 	 7 	 STR_556303
17 	 200400 	 200415 	 1 	 16 	 STR_556304
17 	 200452 	 200471 	 5 	 4 	 STR_556305
17 	 203056 	 203075 	 5 	 4 	 STR_556306
17 	 204163 	 204182 	 4 	 5 	 STR_556307
17 	 204222 	 204236 	 2 	 7.5 	 STR_556308
17 	 206522 	 206543 	 6 	 3.66667 	 STR_556309
17 	 209485 	 209496 	 1 	 12 	 STR_556310
17 	 209889 	 209901 	 2 	 6.5 	 STR_556311
17 	 213581 	 213606 	 1 	 26 	 STR_556312
17 	 213881 	 213898 	 4 	 4.5 	 STR_556313
17 	 215880 	 215906 	 4 	 6.75 	 STR_556314
17 	 218850 	 218861 	 1 	 12 	 STR_556315
17 	 223925 	 223936 	 1 	 12 	 STR_556316
17 	 224566 	 224588 	 4 	 5.75 	 STR_556317
17 	 225194 	 225213 	 1 	 20 	 STR_556318
17 	 226187 	 226201 	 1 	 15 	 STR_556319
17 	 227012 	 227149 	 2 	 69 	 STR_556320
17 	 227314 	 227332 	 2 	 9.5 	 STR_556321
17 	 228321 	 228340 	 1 	 20 	 STR_556322
17 	 231178 	 231188 	 1 	 11 	 STR_556323
17 	 232936 	 232950 	 4 	 3.75 	 STR_556324
17 	 234825 	 234847 	 5 	 4.6 	 STR_556325
17 	 236056 	 236075 	 5 	 4 	 STR_556326
17 	 238225 	 238237 	 1 	 13 	 STR_556327
17 	 241015 	 241045 	 5 	 6.2 	 STR_556328
17 	 242100 	 242114 	 1 	 15 	 STR_556329
17 	 242534 	 242547 	 1 	 14 	 STR_556330
17 	 244018 	 244028 	 1 	 11 	 STR_556331
17 	 245840 	 245860 	 1 	 21 	 STR_556332
17 	 246467 	 246487 	 1 	 21 	 STR_556333
17 	 247090 	 247109 	 6 	 3.33333 	 STR_556334
17 	 248454 	 248470 	 1 	 17 	 STR_556335
17 	 249309 	 249327 	 5 	 3.8 	 STR_556336
17 	 250102 	 250128 	 1 	 27 	 STR_556337
17 	 250525 	 250540 	 1 	 16 	 STR_556338
17 	 255596 	 255619 	 5 	 4.8 	 STR_556339
17 	 255756 	 255769 	 1 	 14 	 STR_556340
17 	 258078 	 258109 	 5 	 6.4 	 STR_556341
17 	 258490 	 258500 	 1 	 11 	 STR_556342
17 	 258637 	 258656 	 1 	 20 	 STR_556343
17 	 258808 	 258820 	 1 	 13 	 STR_556344
17 	 262093 	 262105 	 1 	 13 	 STR_556345
17 	 262366 	 262376 	 1 	 11 	 STR_556346
17 	 265112 	 265268 	 2 	 78.5 	 STR_556347
17 	 265786 	 265800 	 1 	 15 	 STR_556348
17 	 266916 	 266947 	 1 	 32 	 STR_556349
17 	 268202 	 268225 	 2 	 12 	 STR_556350
17 	 270063 	 270088 	 2 	 13 	 STR_556351
17 	 270435 	 270460 	 2 	 13 	 STR_556352
17 	 271290 	 271308 	 1 	 19 	 STR_556353
17 	 271443 	 271457 	 4 	 3.75 	 STR_556354
17 	 272732 	 272746 	 1 	 15 	 STR_556355
17 	 273852 	 273875 	 1 	 24 	 STR_556356
17 	 274099 	 274115 	 1 	 17 	 STR_556357
17 	 275113 	 275136 	 5 	 4.8 	 STR_556358
17 	 275649 	 275680 	 1 	 32 	 STR_556359
17 	 275967 	 275989 	 1 	 23 	 STR_556360
17 	 276682 	 276704 	 6 	 3.83333 	 STR_556361
17 	 278261 	 278275 	 4 	 3.75 	 STR_556362
17 	 278491 	 278524 	 1 	 34 	 STR_556363
17 	 278865 	 278883 	 4 	 4.75 	 STR_556364
17 	 280610 	 280620 	 1 	 11 	 STR_556365
17 	 281547 	 281603 	 2 	 28.5 	 STR_556366
17 	 281615 	 281627 	 2 	 6.5 	 STR_556367
17 	 282495 	 282514 	 1 	 20 	 STR_556368
17 	 282824 	 282841 	 6 	 3 	 STR_556369
17 	 282988 	 283021 	 1 	 34 	 STR_556370
17 	 284169 	 284182 	 1 	 14 	 STR_556371
17 	 284930 	 284945 	 1 	 16 	 STR_556372
17 	 286987 	 287023 	 1 	 37 	 STR_556373
17 	 289175 	 289198 	 4 	 6 	 STR_556374
17 	 290835 	 290852 	 1 	 18 	 STR_556375
17 	 292356 	 292370 	 1 	 15 	 STR_556376
